Barneveld,Rechtstreeks,Rechtstreeks,Gelderland,SRC-011,Barneveld.pdf,T04,"Autoverkeer, wegennet, doorstroming en ontsluiting",1,1,1,3,H14-0507; H14-0510; H14-0511,24,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Barneveld,Rechtstreeks,Rechtstreeks,Gelderland,SRC-011,Barneveld.pdf,T05,Parkeren en ruimte voor stilstaande mobiliteit,2,3,2,5,H14-0508; H14-0509; H14-0514; H14-0516; H14-0517,24,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Barneveld,Rechtstreeks,Rechtstreeks,Gelderland,SRC-011,Barneveld.pdf,T06,"Mobiliteit in ruimte, woningbouw en leefomgeving",2,3,2,5,H14-0499; H14-0502; H14-0510; H14-0514; H14-0517,7; 18; 24,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Barneveld,Rechtstreeks,Rechtstreeks,Gelderland,SRC-011,Barneveld.pdf,T07,"Duurzame, gedeelde en slimme mobiliteit",1,1,1,1,H14-0512,24,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Barneveld,Rechtstreeks,Rechtstreeks,Gelderland,SRC-011,Barneveld.pdf,T08,Toegankelijke en betaalbare mobiliteit; bereikbaarheid van kernen,0,0,0,0,,,H14 gerichte anomaliecontrole volgens inclusie-/exclusieregel
Barneveld,Rechtstreeks,Rechtstreeks,Gelderland,SRC-011,Barneveld.pdf,T09,"Goederenvervoer, logistiek en bijzondere vervoersstromen",0,0,0,0,,,H14 gerichte anomaliecontrole volgens inclusie-/exclusieregel
Barneveld,Rechtstreeks,Rechtstreeks,Gelderland,SRC-011,Barneveld.pdf,T10,"Beheer, onderhoud en civiele infrastructuur",1,1,1,1,H14-0520,30,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Barneveld,Rechtstreeks,Rechtstreeks,Gelderland,SRC-011,Barneveld.pdf,T11,"Uitvoering, samenwerking, financiering en kennis",2,3,2,5,H14-0500; H14-0503; H14-0511; H14-0517; H14-0519,7; 22; 24; 26,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beek,Via regio,RMO Zuid-Limburg,Limburg,SRC-012,Beek.pdf,T01,Verkeersveiligheid en veilig verkeersgedrag,1,1,1,2,H14-0521; H14-0524,10,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beek,Via regio,RMO Zuid-Limburg,Limburg,SRC-012,Beek.pdf,T02,"Lopen, fietsen en actieve mobiliteit",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beek,Via regio,RMO Zuid-Limburg,Limburg,SRC-012,Beek.pdf,T03,"Openbaar, collectief en vraagafhankelijk vervoer",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beek,Via regio,RMO Zuid-Limburg,Limburg,SRC-012,Beek.pdf,T04,"Autoverkeer, wegennet, doorstroming en ontsluiting",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beek,Via regio,RMO Zuid-Limburg,Limburg,SRC-012,Beek.pdf,T05,Parkeren en ruimte voor stilstaande mobiliteit,0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beek,Via regio,RMO Zuid-Limburg,Limburg,SRC-012,Beek.pdf,T06,"Mobiliteit in ruimte, woningbouw en leefomgeving",2,2,2,4,H14-0522; H14-0524; H14-0525; H14-0526,10,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beek,Via regio,RMO Zuid-Limburg,Limburg,SRC-012,Beek.pdf,T07,"Duurzame, gedeelde en slimme mobiliteit",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beek,Via regio,RMO Zuid-Limburg,Limburg,SRC-012,Beek.pdf,T08,Toegankelijke en betaalbare mobiliteit; bereikbaarheid van kernen,1,1,1,1,H14-0523,10,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beek,Via regio,RMO Zuid-Limburg,Limburg,SRC-012,Beek.pdf,T09,"Goederenvervoer, logistiek en bijzondere vervoersstromen",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beek,Via regio,RMO Zuid-Limburg,Limburg,SRC-012,Beek.pdf,T10,"Beheer, onderhoud en civiele infrastructuur",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beek,Via regio,RMO Zuid-Limburg,Limburg,SRC-012,Beek.pdf,T11,"Uitvoering, samenwerking, financiering en kennis",2,1,1,1,H14-0523,10,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beekdaelen,Via regio,RMO Zuid-Limburg,Limburg,SRC-013,Beekdaelen.pdf,T01,Verkeersveiligheid en veilig verkeersgedrag,3,3,2,6,H14-0531; H14-0533; H14-0534; H14-0539; H14-0543; H14-0547,18; 26; 29; 33,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beekdaelen,Via regio,RMO Zuid-Limburg,Limburg,SRC-013,Beekdaelen.pdf,T02,"Lopen, fietsen en actieve mobiliteit",3,3,2,10,H14-0529; H14-0532; H14-0535; H14-0537; H14-0538; H14-0541; H14-0542; H14-0543; H14-0547; H14-0548,16; 22; 27; 29; 30; 33,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beekdaelen,Via regio,RMO Zuid-Limburg,Limburg,SRC-013,Beekdaelen.pdf,T03,"Openbaar, collectief en vraagafhankelijk vervoer",2,2,2,2,H14-0544; H14-0545,33,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beekdaelen,Via regio,RMO Zuid-Limburg,Limburg,SRC-013,Beekdaelen.pdf,T04,"Autoverkeer, wegennet, doorstroming en ontsluiting",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beekdaelen,Via regio,RMO Zuid-Limburg,Limburg,SRC-013,Beekdaelen.pdf,T05,Parkeren en ruimte voor stilstaande mobiliteit,0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beekdaelen,Via regio,RMO Zuid-Limburg,Limburg,SRC-013,Beekdaelen.pdf,T06,"Mobiliteit in ruimte, woningbouw en leefomgeving",3,3,2,8,H14-0528; H14-0531; H14-0533; H14-0534; H14-0538; H14-0542; H14-0546; H14-0548,13; 18; 26; 29; 30; 33,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beekdaelen,Via regio,RMO Zuid-Limburg,Limburg,SRC-013,Beekdaelen.pdf,T07,"Duurzame, gedeelde en slimme mobiliteit",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beekdaelen,Via regio,RMO Zuid-Limburg,Limburg,SRC-013,Beekdaelen.pdf,T08,Toegankelijke en betaalbare mobiliteit; bereikbaarheid van kernen,2,3,2,4,H14-0527; H14-0530; H14-0544; H14-0551,9; 17; 33; 41,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beekdaelen,Via regio,RMO Zuid-Limburg,Limburg,SRC-013,Beekdaelen.pdf,T09,"Goederenvervoer, logistiek en bijzondere vervoersstromen",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beekdaelen,Via regio,RMO Zuid-Limburg,Limburg,SRC-013,Beekdaelen.pdf,T10,"Beheer, onderhoud en civiele infrastructuur",3,3,2,4,H14-0536; H14-0540; H14-0542; H14-0546,28; 30; 33,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beekdaelen,Via regio,RMO Zuid-Limburg,Limburg,SRC-013,Beekdaelen.pdf,T11,"Uitvoering, samenwerking, financiering en kennis",3,3,2,11,H14-0528; H14-0534; H14-0536; H14-0543; H14-0544; H14-0546; H14-0547; H14-0548; H14-0549; H14-0550; H14-0551,13; 26; 28; 33; 35; 36; 41,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beesel,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-014,Beesel.pdf,T01,Verkeersveiligheid en veilig verkeersgedrag,3,3,3,5,H14-0555; H14-0557; H14-0567; H14-0578; H14-0579,8; 12,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beesel,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-014,Beesel.pdf,T02,"Lopen, fietsen en actieve mobiliteit",2,3,2,12,H14-0556; H14-0557; H14-0559; H14-0560; H14-0561; H14-0562; H14-0564; H14-0566; H14-0568; H14-0569; H14-0570; H14-0577,8; 9; 10,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beesel,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-014,Beesel.pdf,T03,"Openbaar, collectief en vraagafhankelijk vervoer",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beesel,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-014,Beesel.pdf,T04,"Autoverkeer, wegennet, doorstroming en ontsluiting",2,2,2,2,H14-0556; H14-0567,8,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beesel,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-014,Beesel.pdf,T05,Parkeren en ruimte voor stilstaande mobiliteit,0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beesel,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-014,Beesel.pdf,T06,"Mobiliteit in ruimte, woningbouw en leefomgeving",3,3,3,11,H14-0554; H14-0555; H14-0556; H14-0562; H14-0563; H14-0567; H14-0571; H14-0572; H14-0575; H14-0578; H14-0579,7; 8; 9; 12,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beesel,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-014,Beesel.pdf,T07,"Duurzame, gedeelde en slimme mobiliteit",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beesel,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-014,Beesel.pdf,T08,Toegankelijke en betaalbare mobiliteit; bereikbaarheid van kernen,0,0,0,0,,,H14 gerichte anomaliecontrole volgens inclusie-/exclusieregel
Beesel,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-014,Beesel.pdf,T09,"Goederenvervoer, logistiek en bijzondere vervoersstromen",3,3,2,11,H14-0552; H14-0553; H14-0554; H14-0558; H14-0563; H14-0571; H14-0572; H14-0573; H14-0574; H14-0575; H14-0576,3; 7; 8; 9,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beesel,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-014,Beesel.pdf,T10,"Beheer, onderhoud en civiele infrastructuur",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beesel,Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-014,Beesel.pdf,T11,"Uitvoering, samenwerking, financiering en kennis",3,3,3,7,H14-0556; H14-0559; H14-0565; H14-0569; H14-0571; H14-0574; H14-0578,8; 9; 12,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Berg en Dal,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-015,Berg en Dal.pdf,T01,Verkeersveiligheid en veilig verkeersgedrag,3,2,2,4,H14-0583; H14-0587; H14-0590; H14-0595,9; 10,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Berg en Dal,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-015,Berg en Dal.pdf,T02,"Lopen, fietsen en actieve mobiliteit",2,3,2,6,H14-0580; H14-0581; H14-0586; H14-0587; H14-0590; H14-0595,3; 10,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Berg en Dal,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-015,Berg en Dal.pdf,T03,"Openbaar, collectief en vraagafhankelijk vervoer",2,3,2,5,H14-0588; H14-0592; H14-0593; H14-0598; H14-0599,10; 12,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Berg en Dal,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-015,Berg en Dal.pdf,T04,"Autoverkeer, wegennet, doorstroming en ontsluiting",3,2,2,3,H14-0583; H14-0589; H14-0594,9; 10,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Berg en Dal,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-015,Berg en Dal.pdf,T05,Parkeren en ruimte voor stilstaande mobiliteit,2,2,2,2,H14-0590; H14-0594,10,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Berg en Dal,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-015,Berg en Dal.pdf,T06,"Mobiliteit in ruimte, woningbouw en leefomgeving",2,3,2,5,H14-0581; H14-0582; H14-0584; H14-0591; H14-0597,3; 9; 10; 12,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Berg en Dal,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-015,Berg en Dal.pdf,T07,"Duurzame, gedeelde en slimme mobiliteit",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Berg en Dal,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-015,Berg en Dal.pdf,T08,Toegankelijke en betaalbare mobiliteit; bereikbaarheid van kernen,0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Berg en Dal,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-015,Berg en Dal.pdf,T09,"Goederenvervoer, logistiek en bijzondere vervoersstromen",2,2,2,3,H14-0596; H14-0597; H14-0601,12; 15,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Berg en Dal,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-015,Berg en Dal.pdf,T10,"Beheer, onderhoud en civiele infrastructuur",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Berg en Dal,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-015,Berg en Dal.pdf,T11,"Uitvoering, samenwerking, financiering en kennis",3,3,2,11,H14-0583; H14-0585; H14-0589; H14-0590; H14-0591; H14-0593; H14-0594; H14-0595; H14-0599; H14-0600; H14-0601,9; 10; 12; 14; 15,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Bergen (L.),Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-016,Bergen.pdf,T01,Verkeersveiligheid en veilig verkeersgedrag,3,1,2,3,H14-0602; H14-0603; H14-0604,11,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Bergen (L.),Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-016,Bergen.pdf,T02,"Lopen, fietsen en actieve mobiliteit",0,0,0,0,,,H14 gerichte anomaliecontrole volgens inclusie-/exclusieregel
Bergen (L.),Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-016,Bergen.pdf,T03,"Openbaar, collectief en vraagafhankelijk vervoer",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Bergen (L.),Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-016,Bergen.pdf,T04,"Autoverkeer, wegennet, doorstroming en ontsluiting",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Bergen (L.),Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-016,Bergen.pdf,T05,Parkeren en ruimte voor stilstaande mobiliteit,0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Bergen (L.),Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-016,Bergen.pdf,T06,"Mobiliteit in ruimte, woningbouw en leefomgeving",2,1,2,1,H14-0604,11,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Bergen (L.),Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-016,Bergen.pdf,T07,"Duurzame, gedeelde en slimme mobiliteit",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Bergen (L.),Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-016,Bergen.pdf,T08,Toegankelijke en betaalbare mobiliteit; bereikbaarheid van kernen,0,0,0,0,,,H14 gerichte anomaliecontrole volgens inclusie-/exclusieregel
Bergen (L.),Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-016,Bergen.pdf,T09,"Goederenvervoer, logistiek en bijzondere vervoersstromen",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Bergen (L.),Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-016,Bergen.pdf,T10,"Beheer, onderhoud en civiele infrastructuur",3,2,2,2,H14-0604; H14-0605,11,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Bergen (L.),Via regio,RMO Noord-Limburg / Trendsportal,Limburg,SRC-016,Bergen.pdf,T11,"Uitvoering, samenwerking, financiering en kennis",3,3,2,6,H14-0602; H14-0604; H14-0605; H14-0606; H14-0607; H14-0608,11; 12,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beuningen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-017,Beuningen.pdf,T01,Verkeersveiligheid en veilig verkeersgedrag,3,3,2,7,H14-0614; H14-0616; H14-0620; H14-0623; H14-0624; H14-0626; H14-0629,18; 20,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beuningen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-017,Beuningen.pdf,T02,"Lopen, fietsen en actieve mobiliteit",2,3,2,9,H14-0615; H14-0619; H14-0621; H14-0622; H14-0624; H14-0625; H14-0627; H14-0628; H14-0630,18; 20,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beuningen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-017,Beuningen.pdf,T03,"Openbaar, collectief en vraagafhankelijk vervoer",1,1,1,1,H14-0615,18,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beuningen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-017,Beuningen.pdf,T04,"Autoverkeer, wegennet, doorstroming en ontsluiting",2,2,2,3,H14-0609; H14-0610; H14-0611,1; 3,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beuningen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-017,Beuningen.pdf,T05,Parkeren en ruimte voor stilstaande mobiliteit,2,2,2,2,H14-0616; H14-0624,18,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beuningen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-017,Beuningen.pdf,T06,"Mobiliteit in ruimte, woningbouw en leefomgeving",2,2,2,4,H14-0611; H14-0617; H14-0618; H14-0623,3; 18,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beuningen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-017,Beuningen.pdf,T07,"Duurzame, gedeelde en slimme mobiliteit",2,2,2,1,H14-0618,18,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beuningen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-017,Beuningen.pdf,T08,Toegankelijke en betaalbare mobiliteit; bereikbaarheid van kernen,0,0,0,0,,,H14 gerichte anomaliecontrole volgens inclusie-/exclusieregel
Beuningen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-017,Beuningen.pdf,T09,"Goederenvervoer, logistiek en bijzondere vervoersstromen",0,0,0,0,,,H14: geen inhoudelijke passage aangetroffen
Beuningen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-017,Beuningen.pdf,T10,"Beheer, onderhoud en civiele infrastructuur",2,1,2,1,H14-0628,20,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beuningen,Via regio,Regio Arnhem-Nijmegen,Gelderland,SRC-017,Beuningen.pdf,T11,"Uitvoering, samenwerking, financiering en kennis",2,3,2,6,H14-0612; H14-0613; H14-0614; H14-0617; H14-0622; H14-0626,12; 17; 18; 20,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beverwijk,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-018,Beverwijk.pdf,T01,Verkeersveiligheid en veilig verkeersgedrag,2,3,2,10,H14-0631; H14-0632; H14-0633; H14-0636; H14-0637; H14-0641; H14-0648; H14-0650; H14-0654; H14-0655,5; 9,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beverwijk,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-018,Beverwijk.pdf,T02,"Lopen, fietsen en actieve mobiliteit",3,3,3,6,H14-0637; H14-0650; H14-0651; H14-0660; H14-0661; H14-0672,9; 15; 25,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beverwijk,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-018,Beverwijk.pdf,T03,"Openbaar, collectief en vraagafhankelijk vervoer",2,3,2,6,H14-0638; H14-0651; H14-0652; H14-0656; H14-0664; H14-0665,9; 23,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beverwijk,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-018,Beverwijk.pdf,T04,"Autoverkeer, wegennet, doorstroming en ontsluiting",2,3,2,8,H14-0635; H14-0636; H14-0641; H14-0646; H14-0652; H14-0654; H14-0655; H14-0665,7; 9; 23,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beverwijk,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-018,Beverwijk.pdf,T05,Parkeren en ruimte voor stilstaande mobiliteit,2,3,2,16,H14-0632; H14-0639; H14-0640; H14-0642; H14-0643; H14-0644; H14-0645; H14-0649; H14-0652; H14-0653; H14-0666; H14-0667; H14-0668; H14-0669; H14-0670; H14-0671,5; 9; 23,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beverwijk,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-018,Beverwijk.pdf,T06,"Mobiliteit in ruimte, woningbouw en leefomgeving",2,3,2,14,H14-0631; H14-0632; H14-0633; H14-0648; H14-0649; H14-0650; H14-0655; H14-0662; H14-0663; H14-0665; H14-0666; H14-0668; H14-0669; H14-0671,5; 9; 15; 21; 23,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
Beverwijk,Rechtstreeks,Rechtstreeks,Noord-Holland,SRC-018,Beverwijk.pdf,T07,"Duurzame, gedeelde en slimme mobiliteit",2,2,2,3,H14-0638; H14-0647; H14-0651,9,H14 volledige herlezing; gevalideerde eerdere codering plus nieuwe passages
