S11,Groepspagina,https://gnmi.nl/content/171-gnmi-stadslogistiek,GNMI Stadslogistiek,Niet vermeld (doorlopende pagina),2026-08-27,Ja,Structurele basis,"Stedelijke logistiek: ondernemerscommunicatie, hubs, pakketten, bouw/centrum, venstertijden, ruimte, routering en water.",C3; C4; W2; D3; D5,Bijeenkomsten op specifieke vraag; ZE-zones hebben ook een aparte landelijke uitvoeringsagenda.
S12,Groepspagina,https://gnmi.nl/content/168-gnmi-parkeren,GNMI Parkeren,Niet vermeld (doorlopende pagina),2026-08-27,Ja,Structurele basis,"Parkeren raakt handhaving, normen, ruimtelijke inrichting, inwoners/politiek, toegankelijkheid, delen en regimes.",C4; W3; D1; D3-D5,Samenwerking met SHPV.
S13,Groepspagina,https://gnmi.nl/content/174-gnmi-aanpak-geluidsoverlast,GNMI Geluidsoverlast,Niet vermeld (doorlopende pagina),2026-08-27,Ja,Structurele basis,Subwerkgroep voor piekgeluid door voertuiggedrag en modificaties; GNMI voert secretariaat voor gemeenten en landelijke partijen.,C4; W5; D2-D4; D6,Onder GNMI Verkeersveiligheid; geen zelfstandige hoofdgroep.
S14,Bestuurspagina,https://gnmi.nl/content/57-dagelijks-bestuur,Dagelijks Bestuur,Niet vermeld (doorlopende pagina),2026-08-27,Ja,Bestuurlijke basis,"Zeven zetels; circa vijf vergaderingen per jaar; sturing op bedrijfsvoering, diensten en verenigingsactiviteiten.",B1; D6,Geen openbare inhoudelijke vergaderstukken aangetroffen.
S15,Bestuurspagina,https://gnmi.nl/over/algemene-vergadering,GNMI Algemene Vergadering,Niet vermeld (doorlopende pagina),2026-08-27,Ja,Bestuurlijke basis,"Hoogste orgaan; tweemaal per jaar besluiten over verantwoording, plan, begroting en contributie.",B1; D6,Geen zelfstandige inhoudelijke prioriteit.
S16,Kalender,https://gnmi.nl/kalender/activiteit/1017-gnmi-mobiliteit,GNMI Mobiliteit,Niet vermeld,2026-08-27,Ja,Actueel bewijs,"Agenda verbindt autovrije huishoudens/wijken, woningbouw en woon-werkverkeer, ouderen, toegankelijkheid, sociale inclusie, OV en parkeernormen.",C2-C4; D1; D3-D4,Activiteitsdatum gebruikt; geen afzonderlijke publicatiedatum zichtbaar.
S17,Kalender,https://gnmi.nl/kalender/activiteit/1272-minisymposium-van-mobiliteit-naar-eerlijke-bereikbaarheid-een-paradigmaverschuiving,Minisymposium Van mobiliteit naar eerlijke bereikbaarheid – een paradigmaverschuiving,Niet vermeld,2026-08-27,Ja,Actueel bewijs,"Eerlijke bereikbaarheid, multimodale verschuiving en integratie van ruimtelijke ordening, economie, wonen, sociaal domein en uitvoering.",C2; C4; D1; D3; D6,Partner/kennisbijeenkomst via GNMI-kalender; ondersteunend.
S18,Kalender,https://gnmi.nl/kalender/activiteit/933-gnmi-verkeersveiligheid-workshop-human-factors,GNMI Verkeersveiligheid: Workshop Human Factors,Niet vermeld,2026-08-27,Ja,Actueel bewijs,"Menselijke capaciteiten en beperkingen vertalen naar gedrag en veilige inrichting, inclusief lopen, fietsen en kinderen.",C1; D4,Directe GNMI-activiteit.
S19,Kalender,https://gnmi.nl/kalender/activiteit/1035-gnmi-mini-seminar-voor-wethouders-veilige-schoolomgeving,GNMI Mini-Seminar voor wethouders | Veilige Schoolomgeving,Niet vermeld,2026-08-27,Ja,Actueel bewijs,"Wetenschappelijke en bestuurlijke toets van 30-zones, schoolstraten, kruisingen en oversteken; koppelt veiligheid, gedrag en ruimte.",C1; C5; D3-D4; D6,Directe GNMI-activiteit; tevens GNMI Wetenschap.
S20,Nieuws,https://gnmi.nl/nieuws/786-veilige-schoolomgevingen-beginnen-met-bestuurlijke-keuzes,Veilige schoolomgevingen beginnen met bestuurlijke keuzes,2026-06-30,2026-08-27,Ja,Actueel bewijs,"Veilige scholen vragen samenhang tussen inrichting, menselijk gedrag, data, schoolroutes, actieve mobiliteit en bestuurlijke samenwerking.",C1; C3; C5; D2-D4; D6,GNMI-eigen verslag/duiding.
S21,Kalender,https://gnmi.nl/kalender/activiteit/930-gnmi-verkeersveiligheid,GNMI Verkeersveiligheid,Niet vermeld,2026-08-27,Ja,Actueel bewijs,Veiligheid en weginrichting van dijkwegen als concrete gemeentelijke ontwerp- en uitvoeringsvraag.,C1,Directe GNMI-activiteit.
S22,Kalender,https://gnmi.nl/kalender/activiteit/990-gnmi-taxi,GNMI Taxi,Niet vermeld,2026-08-27,Ja,Actueel bewijs,"Data-uitwisseling, L7-voertuigen/taxi en zero-emissie doelgroepenvervoer.",C3; C5; W1; D1-D2; D5,Directe GNMI-activiteit.
S23,Kalender,https://gnmi.nl/kalender/activiteit/957-gnmi-stadslogistiek,GNMI Stadslogistiek,Niet vermeld,2026-08-27,Ja,Actueel bewijs,"Logistieke innovaties, convenant pakketkluizen en actualiteiten stadslogistiek.",C3; C4; W2; D2-D3; D5,Bijeenkomst verplaatst van 3 februari naar 7 april.
S24,Kalender,https://gnmi.nl/kalender/activiteit/1170-gnmi-parkeren-shpv-themabijeenkomst,GNMI Parkeren | SHPV Themabijeenkomst,Niet vermeld,2026-08-27,Ja,Actueel bewijs,"Parkeerbeleid Purmerend, betaalbaarheid en draagvlak tonen de ruimtelijke én politieke uitvoeringskant.",C4; W3; D1; D3-D4,Directe GNMI/SHPV-activiteit.
S25,Nieuws,https://gnmi.nl/nieuws/753-crow-start-reeks-aan-de-slag-met-de-leidraad-toegankelijkheid,CROW start reeks ‘Aan de slag met de Leidraad Toegankelijkheid’,2026-03-03,2026-08-27,Ja,Ondersteunend bewijs,"Toegankelijkheid moet vanaf beleid en proces worden geborgd en raakt OV, route-informatie, lopen/fietsen, parkeren en opladen.",C2-C4; D1; D3; D5,Partnerinhoud op GNMI-site; niet als enige basis gebruikt.
S26,Nieuws,https://gnmi.nl/nieuws/767-basistraining-ai-geletterdheid-voor-beleidsmedewerkers-mobiliteit,Basistraining AI-Geletterdheid voor beleidsmedewerkers mobiliteit,2026-04-20,2026-08-27,Ja,Actueel bewijs,"AI wordt onderdeel van dagelijkse mobiliteitspraktijk; GNMI programmeert veilige, strategische en praktische toepassing voor beleidsmedewerkers.",C5; D2,Publieke nieuwsindex en activiteit bevestigen titel/datum; detailpagina leidde bij raadpleging naar inlog.
S27,Nieuwsbrief,https://gnmi.nl/nieuws/743,Nieuwsbrief december 2025,2025-12-04,2026-08-27,Ja,Programmasignaal 2026,"GNMI inventariseert kennisbehoefte rond AI en datagedreven beleid en kondigt gericht leeraanbod en kennisdeling in programma 2026 aan; bevat ook taxi, schoolzones en stadslogistiek.",C1; C3; C5; W1-W2; D2; D4-D5,Laatste aantoonbare openbare GNMI-nieuwsbrief vóór peildatum; oudere datum maar expliciet gericht op 2026.
S28,Nieuws,https://gnmi.nl/nieuws/794-twijfel-over-een-verkeersbesluit-het-juridisch-loket-denkt-mee,Twijfel over een verkeersbesluit? Het Juridisch Loket denkt mee,2026-07-29,2026-08-27,Ja,Actueel bewijs,"Actuele juridische vragen over onderhoud, K&R, verkeersborden, verkeersbesluiten, jurisprudentie, bezwaar en geloofwaardige 30-km-regimes.",C1; C5; W4; D4,GNMI-eigen dienstverlening.
S29,Nieuws,https://gnmi.nl/nieuws/752-geluidsdisplay-tegen-verkeerslawaai-in-amersfoort,Geluidsdisplay tegen verkeerslawaai in Amersfoort,2026-02-27,2026-08-27,Ja,Ondersteunend bewijs,Pilot met gedragsfeedback via geluidsdisplay tegen verkeerslawaai.,C4; W5; D2-D4,Gemeentelijke praktijk op GNMI-site; ondersteunend.
S30,Nieuws,https://gnmi.nl/nieuws/773-amersfoort-koploper-in-aanpak-verkeerslawaai,Amersfoort koploper in aanpak verkeerslawaai,2026-05-12,2026-08-27,Ja,Actueel/ondersteunend bewijs,"Verkeersgeluid als brede leefbaarheidsvraag met gedrag, BOA-handhaving, data en samenwerking tussen overheden.",C4; W5; D2-D4; D6,Gemeentelijke praktijk gekoppeld aan GNMI-werkgroep.
S31,Kalender,https://gnmi.nl/kalender/activiteit/1267-workshop-deelmobiliteit-in-kleine-en-middelgrote-gemeenten,Workshop deelmobiliteit in kleine en middelgrote gemeenten,Niet vermeld,2026-08-27,Ja,Ondersteunend bewijs,Duurzame deelmobiliteit en uitvoeringsvragen van kleine en middelgrote gemeenten.,C3; D1-D3; D5-D6,Externe/kennisactiviteit via GNMI-kalender; twee keuzedata.
S32,LinkedIn,https://nl.linkedin.com/company/gemeentelijk-netwerk-voor-mobiliteit-en-infrastructuur,Gemeentelijk Netwerk voor Mobiliteit en Infrastructuur (GNMI),Relatieve datering op openbare pagina,2026-08-27,Twijfel,Corroboratie,"Openbare posts ondersteunen Human Factors, autovrije huishoudens, woningbouw/woon-werk, ouderen/inclusie, OV onder groei- en ruimtedruk en verkeersgeluid.",C1-C4; D1; D3-D4,Exacte publicatiedata niet betrouwbaar uit de publieke snapshot af te leiden; niet als enige bewijs gebruikt.
S33,YouTube,https://www.youtube.com/watch?v=AukU8eBcOoY,GNMI introductievideo,Niet zichtbaar in openbare zoekmetadata,2026-08-27,Twijfel,Institutionele corroboratie,Introductie van wat GNMI doet en voor deelnemers kan betekenen; geen onderscheidend actueel prioriteitssignaal.,B1; D6,"Gecontroleerd conform opdracht, maar niet gebruikt voor rangschikking."
S34,Nieuwsbrief,https://gnmi.nl/nieuws/796-nieuwsbrief-augustus-2026-veilige-schoolomgevingen,Nieuwsbrief augustus 2026 | Veilige schoolomgevingen,2026-08-19,2026-08-27,Nee,Uitgesloten na peildatum,Bundelt veilige-schoolkennis van 23 gemeenten en bevestigt achteraf de gekozen prioriteit.,C1,Vier dagen na peildatum; uitdrukkelijk niet meegewogen.
S35,Kalender,https://gnmi.nl/kalender/activiteit/1128-gnmi-ov-utrecht-nieuwe-datum,GNMI OV: Utrecht (nieuwe datum),Niet vermeld; pagina later gewijzigd,2026-08-27,Nee,Uitgesloten/controlegeval,"Actueel programma noemt betrouwbaar en aantrekkelijk OV onder groei-, ruimte-, doorstromings- en budgetdruk.",C2; C4; D6,Nieuwe datum ligt na peildatum en paginawijziging kan niet vóór 15 augustus worden bewezen; niet doorslaggevend gebruikt.
S36,Kalender,https://gnmi.nl/kalender/activiteit/1038-gnmi-algemene-vergadering,GNMI Algemene Vergadering,Niet vermeld,2026-08-27,Ja,Bestuurlijk bewijs,Openbare kalender bevestigt formele AV-activiteit; inhoudelijke stukken zijn besloten.,B1; D6,Geen inhoudelijke prioriteitsafleiding uit besloten stukken.
S37,Kalender,https://gnmi.nl/kalender/activiteit/1263-masterclass-city-logistics-10-en-11-juni-2026,Masterclass City Logistics 10 en 11 juni 2026,Niet vermeld,2026-08-27,Ja,Ondersteunend bewijs,"Trends, voertuigen, overslagpunten, hubs, curbside en gemengde gebiedsontwikkeling in logistieke stad van morgen.",C3-C4; W2; D2-D3; D5,Partner/kennisactiviteit via GNMI-kalender.
S38,Nieuws,https://gnmi.nl/nieuws/747-marktkooplui-in-venlo-bereiden-zich-voor-op-zero-emissiezone,Marktkooplui in Venlo bereiden zich voor op zero-emissiezone,2026-02-12,2026-08-27,Ja,Ondersteunend bewijs,Zero-emissiezone leidt tot elektrische bestel-/vrachtauto's en gebruik van stadslogistieke hub.,C3; W2; D5,Gemeentelijke praktijk op GNMI-site; ondersteunend.
S39,Nieuws,https://gnmi.nl/nieuws/751-twee-auto-s-voor-zestien-huishoudens-in-groningen-hoe-werkt-dat,Twee auto’s voor zestien huishoudens in Groningen: hoe werkt dat?,2026-02-20,2026-08-27,Ja,Ondersteunend bewijs,"Elektrische deelauto's verminderen autobezit, kosten en ruimtebeslag in de straat.",C3-C4; D1; D3; D5,Gemeentelijke praktijk op GNMI-site; ondersteunend.
S40,Nieuws,https://gnmi.nl/nieuws/756-breda-duidelijke-daling-van-doorgaand-verkeer-prinsenbeek-door-verkeersmaatregelen,Breda: duidelijke daling van doorgaand verkeer Prinsenbeek door verkeersmaatregelen,2026-03-16,2026-08-27,Ja,Ondersteunend bewijs,"ANPR-ondersteunde verkeersmaatregel reduceert doorgaand verkeer en verbindt leefbaarheid, veiligheid, data en handhaving.",C1; C4-C5; D2-D4,Gemeentelijke praktijk op GNMI-site; ondersteunend.
